area_type,availability,location,size,total_sqft,bath,balcony,price,bhk,price_inr,price_per_sqft
Super built-up  Area,Ready To Move,Bellandur,4 Bedroom,2428.0,4.0,0.0,137.97,4,13797000.0,5682.4546952224055
Super built-up  Area,Ready To Move,Hennur,3 BHK,1429.0,4.0,2.0,79.79,3,7979000.000000001,5583.624912526243
Built-up  Area,19-Aug,Bellandur,3 BHK,1375.0,3.0,2.0,98.99,3,9899000.0,7199.272727272727
Built-up  Area,Ready To Move,Bellandur,2 Bedroom,1061.0,3.0,1.0,75.4,2,7540000.000000001,7106.503298774742
Super built-up  Area,Ready To Move,Yeshwanthpur,4 BHK,1891.0,4.0,0.0,145.95,4,14594999.999999998,7718.138551031199
Built-up  Area,Ready To Move,Banashankari,2 BHK,1317.0,2.0,1.0,98.52,2,9852000.0,7480.637813211845
Super built-up  Area,19-Mar,Electronic City,1 BHK,574.5,2.0,0.0,24.65,1,2465000.0,4290.687554395126
Super built-up  Area,Ready To Move,Whitefield,5 Bedroom,3421.5,5.0,2.0,229.38,5,22938000.0,6704.077159140727
Super built-up  Area,Ready To Move,Kanakapura Road,3 BHK,1561.0,3.0,3.0,71.42,3,7142000.0,4575.272261370916
Built-up  Area,Ready To Move,Sarjapur Road,5 BHK,3540.5,5.0,1.0,180.26,5,18026000.0,5091.3712752436095
Built-up  Area,Ready To Move,Malleshwaram,2 BHK,1269.95,1.0,0.0,115.15,2,11515000.0,9067.28611362652
Carpet  Area,Ready To Move,Kengeri,3 BHK,1331.5,3.0,0.0,57.7,3,5770000.0,4333.458505444987
Super built-up  Area,Ready To Move,Domlur,4 BHK,2354.0,4.0,3.0,244.09,4,24409000.0,10369.158878504673
Plot  Area,Ready To Move,Gunjur Stage 2,3 BHK,1758.0,3.0,2.0,156.39,3,15638999.999999998,8895.904436860068
Super built-up  Area,Ready To Move,Whitefield Hope Farm Extension,4 BHK,2520.86,4.0,3.0,108.78,4,10878000.0,4315.194021088041
Super built-up  Area,18-Jun,Talaghattapura Stage 2,3 BHK,1929.0,3.0,3.0,224.38,3,22438000.0,11631.933644375324
Built-up  Area,19-Aug,Uttarahalli,5 Bedroom,2796.0,4.0,1.0,113.45,5,11345000.0,4057.58226037196
Built-up  Area,Ready To Move,Nallurhalli Nagar,2 BHK,976.0,1.0,0.0,38.25,2,3825000.0,3919.05737704918
Built-up  Area,19-May,Uttarahalli,3 BHK,1325.0,2.0,0.0,54.82,3,5482000.0,4137.358490566037
Super built-up  Area,Ready To Move,Thanisandra Phase 1,4 BHK,2431.0,4.0,0.0,94.28,4,9428000.0,3878.2394076511723
Carpet  Area,Ready To Move,Bellandur,1 BHK,518.0,1.0,0.0,29.49,1,2949000.0,5693.050193050193
Built-up  Area,Ready To Move,Marathahalli,2 BHK,1101.0,2.0,2.0,71.92,2,7192000.0,6532.243415077202
Carpet  Area,Ready To Move,Uttarahalli,1 Bedroom,627.6,1.0,1.0,27.73,1,2773000.0,4418.419375398343
Plot  Area,Ready To Move,Rajaji Nagar,2 Bedroom,1144.42,3.0,2.0,91.83,2,9183000.0,8024.151972178046
Plot  Area,Ready To Move,Vasanthapura Nagar,2 BHK,1101.15,2.0,0.0,51.77,2,5177000.0,4701.448485674067
Built-up  Area,Ready To Move,Sarjapur Road,3 BHK,2196.65,2.0,0.0,150.86,3,15086000.000000002,6867.730407666219
Super built-up  Area,Ready To Move,Doddakannelli Gardens,3 BHK,1991.88,3.0,0.0,84.62,3,8462000.0,4248.247886418861
Built-up  Area,19-Mar,Sarjapur Road,1 BHK,701.0,1.0,2.0,36.19,1,3619000.0,5162.624821683309
Built-up  Area,Ready To Move,Btm Layout,1 BHK,615.0,2.0,1.0,33.96,1,3396000.0,5521.951219512195
Super built-up  Area,Ready To Move,Harlur Colony,1 Bedroom,551.0,1.0,1.0,52.75,1,5275000.0,9573.502722323048
Super built-up  Area,Ready To Move,Vijayanagar,3 BHK,1647.0,2.0,2.0,89.81,3,8981000.0,5452.944748026715
Super built-up  Area,Ready To Move,Whitefield,1 BHK,642.49,1.0,1.0,40.71,1,4071000.0,6336.28538965587
Super built-up  Area,Ready To Move,Talaghattapura Stage 2,2 BHK,1259.0,2.0,1.0,149.74,2,14974000.0,11893.566322478157
Super built-up  Area,19-Aug,Attibele Phase 1,3 Bedroom,1671.54,4.0,2.0,143.99,3,14399000.0,8614.212043983393
Built-up  Area,19-Mar,Yelahanka,4 Bedroom,2077.812,3.0,2.0,83.12,4,8312000.0,4000.3619191726684
Super built-up  Area,Ready To Move,Bellandur,3 BHK,1364.0,4.0,2.0,79.45,3,7945000.0,5824.780058651027
Super built-up  Area,18-Jun,Electronic City,4 Bedroom,2369.0,5.0,0.0,85.98,4,8598000.0,3629.379485014774
Carpet  Area,Ready To Move,Kanakapura Road,4 BHK,2207.5,4.0,0.0,100.82,4,10082000.0,4567.157417893544
Carpet  Area,Ready To Move,Electronic City,2 BHK,1388.0,1.0,0.0,51.85,2,5185000.0,3735.590778097983
Super built-up  Area,Ready To Move,Yelahanka,3 BHK,1617.5,2.0,0.0,60.93,3,6093000.0,3766.924265842349
Super built-up  Area,Ready To Move,Sonnenahalli Block,3 BHK,1325.0,2.0,2.0,86.19,3,8619000.0,6504.905660377359
Super built-up  Area,Ready To Move,Jp Nagar,2 Bedroom,1228.0,3.0,2.0,95.0,2,9500000.0,7736.156351791531
Built-up  Area,Ready To Move,Marathahalli,4 BHK,2650.03,4.0,0.0,164.61,4,16461000.000000002,6211.627792892911
Super built-up  Area,Ready To Move,Bellandur,1 BHK,587.61,1.0,1.0,40.33,1,4033000.0,6863.395789724477
Super built-up  Area,Ready To Move,Devanahalli Gardens,4 BHK,2478.0,3.0,0.0,103.65,4,10365000.0,4182.808716707022
Super built-up  Area,19-Aug,Subramanyapura Main Road,3 BHK,1695.0,3.0,1.0,105.84,3,10584000.0,6244.2477876106195
Super built-up  Area,Ready To Move,Kr Puram,1 BHK,523.63,1.0,2.0,25.55,1,2555000.0,4879.399576036514
Super built-up  Area,Ready To Move,Jalahalli Block,3 BHK,1689.0,4.0,1.0,121.78,3,12178000.0,7210.1835405565425
Built-up  Area,Ready To Move,Nagavara Main Road,3 BHK,1915.0,3.0,2.0,64.74,3,6473999.999999999,3380.678851174934
Carpet  Area,Ready To Move,Bannerghatta Road,4 BHK,2108.76,4.0,2.0,104.86,4,10486000.0,4972.590527134429
Super built-up  Area,Ready To Move,Hsr Layout,2 BHK,1115.0,2.0,3.0,91.39,2,9139000.0,8196.412556053812
Super built-up  Area,Ready To Move,Domlur,1 Bedroom,641.84,1.0,1.0,71.33,1,7133000.0,11113.361585441855
Plot  Area,Ready To Move,Singasandra Nagar,2 BHK,1374.0,1.0,1.0,134.83,2,13483000.000000002,9812.954876273656
Super built-up  Area,Ready To Move,Btm Layout,2 BHK,1176.1200000000001,3.0,0.0,75.07,2,7506999.999999999,6382.852089922795
Super built-up  Area,Ready To Move,Horamavu Nagar,4 BHK,2670.0,5.0,2.0,111.12,4,11112000.0,4161.797752808989
Super built-up  Area,Ready To Move,Yelenahalli Township,3 BHK,1455.0,3.0,2.0,59.77,3,5977000.0,4107.903780068728
Super built-up  Area,Ready To Move,Varthur,4 BHK,2082.23,4.0,3.0,84.94,4,8494000.0,4079.2803868928986
Plot  Area,Ready To Move,Sompura Main Road,2 BHK,928.3725000000001,1.0,1.0,48.79,2,4879000.0,5255.4335678835805
Super built-up  Area,Ready To Move,Marathahalli,2 BHK,1184.351917,3.0,2.0,64.25,2,6425000.0,5424.907840124685
Built-up  Area,Ready To Move,Varthur,5 Bedroom,3310.56,5.0,3.0,151.58,5,15158000.000000002,4578.681552365763
Plot  Area,Ready To Move,Hennur,3 BHK,2069.1,3.0,2.0,129.99,3,12999000.0,6282.441641293316
Carpet  Area,Ready To Move,Jayanagar,1 BHK,713.0,1.0,3.0,55.21,1,5521000.0,7743.338008415148
Super built-up  Area,Ready To Move,Kumaraswamy Layout Phase 1,3 Bedroom,1795.0,3.0,2.0,100.16,3,10016000.0,5579.944289693593
Carpet  Area,Ready To Move,Bellandur,4 Bedroom,2200.0,4.0,1.0,155.09,4,15509000.0,7049.545454545455
Plot  Area,Ready To Move,Marathahalli,2 BHK,931.0,3.0,3.0,59.69,2,5969000.0,6411.385606874329
Super built-up  Area,18-Nov,Hebbal,4 BHK,2062.0,4.0,2.0,152.75,4,15275000.0,7407.856450048496
Super built-up  Area,18-Jun,Singasandra Extension,3 BHK,1927.0,2.0,1.0,161.68,3,16168000.0,8390.243902439024
Plot  Area,19-Aug,Bannerghatta Road,2 Bedroom,1182.5,2.0,1.0,66.99,2,6698999.999999999,5665.116279069766
Super built-up  Area,Ready To Move,Koramangala,1 BHK,741.0,1.0,3.0,83.36,1,8336000.0,11249.66261808367
Super built-up  Area,Ready To Move,Frazer Town,6 Bedroom,3920.3999999999996,6.0,3.0,426.07,6,42607000.0,10868.023671053976
Plot  Area,Ready To Move,Sompura Colony,3 BHK,1587.0,4.0,2.0,63.88,3,6388000.0,4025.204788909893
Super built-up  Area,18-Nov,Devanahalli Stage 2,3 BHK,1232.73,3.0,0.0,65.58,3,6558000.0,5319.8997347351
Super built-up  Area,Ready To Move,Btm Layout,3 BHK,1710.75,3.0,3.0,116.03,3,11603000.0,6782.405377758293
Super built-up  Area,Ready To Move,Domlur,3 BHK,2086.0,3.0,0.0,245.32,3,24532000.0,11760.306807286674
Super built-up  Area,Ready To Move,Hebbal,2 BHK,936.54,2.0,1.0,64.64,2,6464000.0,6902.000982339249
Plot  Area,19-May,Jayanagar,1 BHK,588.0600000000001,1.0,3.0,48.9,1,4890000.0,8315.47801244771
Super built-up  Area,Ready To Move,Vijayanagar,3 BHK,2090.88,3.0,3.0,128.58,3,12858000.000000002,6149.563820018366
Super built-up  Area,18-Jun,Sarjapur Road,3 BHK,1385.0,3.0,2.0,70.15,3,7015000.000000001,5064.981949458484
Super built-up  Area,19-Mar,Ambalipura Phase 2,2 Bedroom,895.0,2.0,1.0,83.6,2,8359999.999999999,9340.782122905028
Built-up  Area,18-Nov,Btm Layout,2 BHK,942.0,2.0,0.0,65.98,2,6598000.0,7004.246284501061
Built-up  Area,18-Dec,Bannerghatta Road,4 BHK,2804.0,3.0,0.0,122.05,4,12205000.0,4352.710413694722
Super built-up  Area,19-May,Marathahalli,2 BHK,1141.63,1.0,0.0,63.63,2,6363000.0,5573.60966337605
Built-up  Area,Ready To Move,Btm Layout,3 Bedroom,1552.0,3.0,1.0,100.37,3,10037000.0,6467.139175257732
Built-up  Area,Ready To Move,Doddakannelli Enclave,2 BHK,1270.0,2.0,0.0,127.7,2,12770000.0,10055.11811023622
Super built-up  Area,Ready To Move,Kalyan Nagar Block,1 BHK,586.0,2.0,1.0,52.1,1,5210000.0,8890.784982935154
Super built-up  Area,Ready To Move,Btm Layout,2 BHK,1034.0,2.0,2.0,64.28,2,6428000.0,6216.634429400387
Built-up  Area,Ready To Move,Marathahalli,3 BHK,1474.0,3.0,2.0,80.59,3,8059000.0,5467.435549525102
Plot  Area,Ready To Move,Bannerghatta Road,3 BHK,1486.7,4.0,1.0,67.78,3,6778000.0,4559.0906033497
Built-up  Area,Ready To Move,Yelenahalli Township,4 BHK,2435.78,5.0,3.0,88.05,4,8805000.0,3614.8584847564225
Super built-up  Area,19-May,Indiranagar,2 BHK,873.0,2.0,1.0,95.22,2,9522000.0,10907.216494845361
Super built-up  Area,19-Mar,Kengeri,3 Bedroom,1837.0,2.0,1.0,69.83,3,6983000.0,3801.3064779531846
Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,1884.974168,2.0,2.0,102.12,3,10212000.0,5417.5808737130665
Super built-up  Area,Ready To Move,Subramanyapura Gardens,2 BHK,1193.1783149999999,2.0,2.0,114.57,2,11457000.0,9602.085334579686
Super built-up  Area,Ready To Move,Whitefield,2 BHK,878.64,1.0,1.0,60.74,2,6074000.0,6912.956387143768
Plot  Area,Ready To Move,Kalyan Nagar Block,1 BHK,572.0,1.0,2.0,51.55,1,5155000.0,9012.237762237763
Super built-up  Area,18-Nov,Rt Nagar,4 BHK,1859.5,5.0,1.0,117.55,4,11755000.0,6321.591825759613
Super built-up  Area,Ready To Move,Kanakapura Road,3 BHK,1841.0,2.0,3.0,67.95,3,6795000.0,3690.9288430200977
Super built-up  Area,Ready To Move,Chandapura Extension,4 Bedroom,2265.0,3.0,2.0,215.42,4,21542000.0,9510.816777041942
Super built-up  Area,Ready To Move,Uttarahalli,2 Bedroom,1079.0,1.0,2.0,45.52,2,4552000.0,4218.721037998146
Plot  Area,19-Aug,Uttarahalli,2 BHK,950.0,3.0,0.0,47.21,2,4721000.0,4969.473684210527
Super built-up  Area,Ready To Move,Hsr Layout,3 BHK,1351.27,3.0,1.0,101.06,3,10106000.0,7478.8902291917975
Carpet  Area,Ready To Move,Other,4 BHK,1807.0,4.0,0.0,155.92,4,15591999.999999998,8628.666297731044
Super built-up  Area,18-Nov,Varthur,4 BHK,2300.95,4.0,0.0,116.57,4,11657000.0,5066.168321780135
Plot  Area,Ready To Move,Frazer Town,4 BHK,2193.59,5.0,2.0,222.34,4,22234000.0,10135.895951385628
Plot  Area,Ready To Move,Chandapura Stage 2,3 BHK,1449.0,3.0,1.0,145.05,3,14505000.000000002,10010.351966873708
Built-up  Area,Ready To Move,Pattandur Agrahara Layout,1 BHK,710.0,1.0,0.0,29.92,1,2992000.0,4214.084507042254
Built-up  Area,Ready To Move,Anekal Stage 2,4 BHK,1889.0,3.0,0.0,97.84,4,9784000.0,5179.460031762837
Built-up  Area,Ready To Move,Dodballapur Road Gardens,3 BHK,2020.5,2.0,1.0,148.22,3,14822000.0,7335.807968324672
Super built-up  Area,19-May,Sarjapur Road,2 BHK,1346.0,2.0,2.0,68.63,2,6863000.0,5098.811292719168
Carpet  Area,Ready To Move,Sarjapur Road,2 BHK,1240.55,2.0,2.0,68.35,2,6834999.999999999,5509.652976502357
Super built-up  Area,Ready To Move,Sarjapur Road,5 BHK,3288.0,5.0,2.0,188.84,5,18884000.0,5743.30900243309
Super built-up  Area,Ready To Move,Kr Puram,3 Bedroom,1572.0,3.0,1.0,73.02,3,7302000.0,4645.038167938931
Super built-up  Area,Ready To Move,Pattandur Agrahara Colony,2 BHK,848.0,2.0,0.0,53.54,2,5354000.0,6313.679245283019
Super built-up  Area,19-May,Jp Nagar,3 BHK,1706.0,3.0,1.0,119.89,3,11989000.0,7027.549824150059
Super built-up  Area,Ready To Move,Kengeri,2 BHK,1195.43,1.0,1.0,52.24,2,5224000.0,4369.9756572948645
Super built-up  Area,19-May,Frazer Town,3 BHK,1986.0,3.0,2.0,183.13,3,18313000.0,9221.047331319234
Super built-up  Area,Ready To Move,Horamavu Stage 2,4 Bedroom,2258.0,3.0,2.0,262.91,4,26291000.000000004,11643.489813994687
Super built-up  Area,Ready To Move,Vidyaranyapura Extension,1 Bedroom,713.5,1.0,1.0,38.17,1,3817000.0,5349.68465311843
Super built-up  Area,Ready To Move,Marathahalli,2 Bedroom,1145.628,2.0,2.0,65.72,2,6572000.0,5736.591633584375
Super built-up  Area,18-Dec,Jalahalli Gardens,4 BHK,2109.65,4.0,0.0,189.04,4,18904000.0,8960.728082857346
Carpet  Area,Ready To Move,Cv Raman Nagar,3 BHK,1919.53,3.0,0.0,147.69,3,14769000.0,7694.070944449943
Super built-up  Area,18-Nov,Chandapura Extension,5 Bedroom,2482.89,4.0,0.0,284.67,5,28467000.0,11465.268296219325
Carpet  Area,Ready To Move,Harlur Nagar,3 BHK,1286.0,3.0,0.0,109.92,3,10992000.0,8547.433903576983
Super built-up  Area,Ready To Move,Kr Puram,2 BHK,870.88,1.0,2.0,39.05,2,3904999.9999999995,4483.970237001653
Super built-up  Area,Ready To Move,Jayanagar,3 BHK,1705.76,3.0,0.0,172.33,3,17233000.0,10102.828064909483
Super built-up  Area,19-May,Kengeri,3 BHK,1474.0,3.0,2.0,48.05,3,4805000.0,3259.8371777476254
Super built-up  Area,18-Jun,Horamavu Stage 2,2 BHK,1311.66,2.0,0.0,140.66,2,14066000.0,10723.81562295107
Plot  Area,18-Jun,Electronic City,1 BHK,578.0,1.0,2.0,24.61,1,2461000.0,4257.785467128027
Super built-up  Area,Ready To Move,Whitefield,2 BHK,949.0,2.0,2.0,48.45,2,4845000.0,5105.374077976818
Super built-up  Area,19-Mar,Basavanagudi,3 BHK,1947.0,2.0,0.0,185.28,3,18528000.0,9516.178736517719
Built-up  Area,Ready To Move,Singasandra Extension,3 BHK,1546.0,3.0,0.0,156.91,3,15691000.0,10149.41785252264
Super built-up  Area,19-Aug,Dodballapur Road Phase 2,3 BHK,2135.0,2.0,2.0,204.5,3,20450000.0,9578.454332552694
Super built-up  Area,Ready To Move,Whitefield,2 BHK,1112.0,2.0,3.0,76.49,2,7648999.999999999,6878.597122302157
Built-up  Area,Ready To Move,Whitefield Hope Farm Extension,1 BHK,610.0,1.0,1.0,30.04,1,3004000.0,4924.5901639344265
Super built-up  Area,Ready To Move,Bellandur,2 BHK,892.44,2.0,1.0,55.88,2,5588000.0,6261.485365962977
Super built-up  Area,18-Dec,Yelahanka,2 BHK,966.0,2.0,3.0,52.14,2,5214000.0,5397.515527950311
Built-up  Area,18-Jun,Rajaji Nagar,2 BHK,1279.0,2.0,1.0,109.5,2,10950000.0,8561.376075058639
Built-up  Area,18-Jun,Gottigere Township,3 BHK,1396.7,3.0,3.0,137.05,3,13705000.000000002,9812.414978162813
Carpet  Area,Ready To Move,Malleshwaram,3 BHK,2099.0,2.0,3.0,181.82,3,18182000.0,8662.220104811815
Super built-up  Area,18-Nov,Hebbal,2 BHK,1420.0,1.0,1.0,105.25,2,10525000.0,7411.971830985915
Super built-up  Area,Ready To Move,Sarjapur Road,2 BHK,1389.61,2.0,2.0,90.64,2,9064000.0,6522.693417577594
Super built-up  Area,18-Nov,Btm Layout,1 BHK,450.0,1.0,1.0,25.32,1,2532000.0,5626.666666666667
Carpet  Area,Ready To Move,Electronic City,4 Bedroom,2589.0,4.0,2.0,116.41,4,11641000.0,4496.330629586713
Super built-up  Area,Ready To Move,Koramangala,5 BHK,2367.0,4.0,0.0,300.23,5,30023000.0,12683.988170680186
Carpet  Area,Ready To Move,Koramangala,3 BHK,2154.0,3.0,2.0,280.81,3,28081000.0,13036.675951717734
Super built-up  Area,Ready To Move,Begur Gardens,2 Bedroom,1427.0,2.0,3.0,136.65,2,13665000.0,9576.0336370007
Built-up  Area,18-Dec,Kengeri,3 Bedroom,2049.0,3.0,1.0,68.37,3,6837000.0,3336.749633967789
Super built-up  Area,Ready To Move,Kr Puram,1 BHK,479.16,1.0,3.0,23.72,1,2372000.0,4950.329743718174
Super built-up  Area,Ready To Move,Whitefield Hope Farm Extension,3 BHK,1520.0,2.0,2.0,65.08,3,6508000.0,4281.578947368421
Super built-up  Area,Ready To Move,Varthur,3 BHK,1829.0,2.0,2.0,74.23,3,7423000.0,4058.5019136139967
Super built-up  Area,Ready To Move,Yelahanka,3 BHK,1946.0,3.0,2.0,74.5,3,7450000.0,3828.365878725591
Super built-up  Area,Ready To Move,Electronic City,1 BHK,715.0,1.0,1.0,29.37,1,2937000.0,4107.692307692308
Carpet  Area,Ready To Move,Begur Gardens,2 BHK,1126.36,2.0,2.0,106.52,2,10652000.0,9457.011967754537
Plot  Area,Ready To Move,Jayanagar,1 Bedroom,362.0,1.0,0.0,34.14,1,3414000.0,9430.939226519336
Built-up  Area,Ready To Move,Talaghattapura Main Road,2 BHK,1001.35,3.0,3.0,65.25,2,6525000.0,6516.203125780196
Super built-up  Area,Ready To Move,Hsr Layout,4 BHK,2692.2666679999998,4.0,0.0,218.05,4,21805000.0,8099.1234112028915
Plot  Area,Ready To Move,Whitefield,3 BHK,1559.9925,3.0,2.0,99.37,3,9937000.0,6369.902419402657
Plot  Area,19-Aug,Btm Layout,2 BHK,995.5,2.0,1.0,57.99,2,5799000.0,5825.213460572577
Built-up  Area,Ready To Move,Sarjapur Road,3 BHK,1618.0,3.0,1.0,96.29,3,9629000.0,5951.174289245982
Built-up  Area,Ready To Move,Frazer Town,5 BHK,2204.14,5.0,1.0,236.56,5,23656000.0,10732.530601504443
Super built-up  Area,Ready To Move,Ramamurthy Nagar Cross,4 BHK,1832.0,4.0,2.0,125.52,4,12552000.0,6851.528384279476
Super built-up  Area,Ready To Move,Nagavara Enclave,3 Bedroom,2080.0,3.0,1.0,82.31,3,8231000.0,3957.2115384615386
Carpet  Area,18-Nov,Mahadevapura Nagar,2 Bedroom,1122.0,2.0,0.0,41.83,2,4183000.0,3728.163992869875
Carpet  Area,Ready To Move,Yelenahalli Layout,3 BHK,1484.0,4.0,3.0,103.71,3,10371000.0,6988.544474393531
Built-up  Area,18-Jun,Kr Puram,2 BHK,962.03,2.0,2.0,41.41,2,4140999.9999999995,4304.439570491564
Built-up  Area,Ready To Move,Malleshwaram,1 BHK,339.97,1.0,3.0,33.19,1,3319000.0,9762.626114068888
Super built-up  Area,Ready To Move,Koramangala,3 BHK,1233.22,3.0,0.0,170.26,3,17026000.0,13806.133536595255
Plot  Area,Ready To Move,Other,2 BHK,1174.22,3.0,3.0,68.83,2,6883000.0,5861.763553678186
Built-up  Area,Ready To Move,Other,3 Bedroom,1879.0,3.0,2.0,150.25,3,15025000.0,7996.274614156466
Super built-up  Area,Ready To Move,Sompura Colony,4 Bedroom,2475.0,4.0,1.0,85.4,4,8540000.0,3450.5050505050503
Built-up  Area,Ready To Move,Bannerghatta Road,2 Bedroom,1237.0,2.0,0.0,65.92,2,6592000.0,5329.021827000808
Super built-up  Area,Ready To Move,Basavanagudi,1 BHK,635.0,2.0,2.0,67.08,1,6708000.0,10563.779527559054
Carpet  Area,Ready To Move,Chikkabanavara Enclave,2 BHK,1022.75,2.0,1.0,91.39,2,9139000.0,8935.71253972134
Super built-up  Area,18-Nov,Kengeri,3 BHK,1307.0,4.0,0.0,54.18,3,5418000.0,4145.371078806427
Super built-up  Area,19-Aug,Attibele Phase 2,1 Bedroom,571.0,1.0,1.0,45.66,1,4566000.0,7996.4973730297725
Carpet  Area,Ready To Move,Subramanyapura Stage 2,1 BHK,581.0,1.0,0.0,25.11,1,2511000.0,4321.858864027538
Super built-up  Area,Ready To Move,Marathahalli,2 BHK,1262.0,2.0,2.0,86.57,2,8657000.0,6859.746434231379
Super built-up  Area,18-Dec,Kanakapura Road,2 Bedroom,1244.0,1.0,2.0,49.25,2,4925000.0,3959.003215434084
Built-up  Area,Ready To Move,Yelahanka,2 Bedroom,1192.5,2.0,3.0,54.1,2,5410000.0,4536.687631027254
Super built-up  Area,Ready To Move,Sarjapur Road,1 BHK,446.0,1.0,0.0,25.55,1,2555000.0,5728.699551569507
Super built-up  Area,Ready To Move,Rt Nagar,3 BHK,1892.0,3.0,1.0,124.81,3,12481000.0,6596.723044397463
Carpet  Area,Ready To Move,Bannerghatta Road,2 BHK,1156.02,2.0,0.0,56.1,2,5610000.0,4852.857217003166
Built-up  Area,Ready To Move,Marathahalli,2 BHK,853.469631,2.0,2.0,53.79,2,5379000.0,6302.508964141455
Built-up  Area,Ready To Move,Nagarbhavi Extension,3 BHK,2129.5,4.0,1.0,192.61,3,19261000.0,9044.846208030054
Plot  Area,Ready To Move,Yelahanka,2 Bedroom,1194.0,1.0,3.0,56.94,2,5694000.0,4768.844221105528
Super built-up  Area,Ready To Move,Koramangala,3 BHK,1855.0,3.0,2.0,221.61,3,22161000.0,11946.630727762804
Built-up  Area,19-May,Kaggadasapura Cross,1 BHK,672.0,1.0,1.0,48.75,1,4875000.0,7254.464285714285
Super built-up  Area,18-Dec,Jp Nagar,3 Bedroom,1742.4,3.0,2.0,115.08,3,11508000.0,6604.683195592286
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,1023.0,2.0,0.0,41.44,2,4144000.0,4050.830889540567
Super built-up  Area,Ready To Move,Bellandur,3 BHK,2189.0,3.0,1.0,156.89,3,15688999.999999998,7167.199634536317
Carpet  Area,Ready To Move,Sathanur Enclave,4 BHK,2121.4,4.0,2.0,147.49,4,14749000.0,6952.4842085415285
Built-up  Area,Ready To Move,Uttarahalli,2 BHK,1027.0,2.0,1.0,45.56,2,4556000.0,4436.222005842259
Built-up  Area,Ready To Move,Banashankari,1 BHK,611.0,1.0,0.0,36.91,1,3690999.9999999995,6040.916530278231
Built-up  Area,Ready To Move,Banashankari,2 BHK,1335.0,1.0,1.0,80.06,2,8006000.0,5997.003745318352
Built-up  Area,Ready To Move,Harlur Colony,2 BHK,853.0,1.0,3.0,91.81,2,9181000.0,10763.188745603751
Super built-up  Area,19-May,Btm Layout,2 BHK,1412.36,2.0,1.0,95.28,2,9528000.0,6746.155371151832
Super built-up  Area,18-Dec,Rajarajeshwari Nagar Gardens,2 Bedroom,1182.0,2.0,0.0,58.1,2,5810000.0,4915.397631133672
Super built-up  Area,Ready To Move,Kr Puram,1 Bedroom,635.5,1.0,2.0,29.18,1,2918000.0,4591.660110149489
Plot  Area,Ready To Move,Indiranagar,1 BHK,696.96,2.0,2.0,69.64,1,6964000.0,9991.965105601468
Super built-up  Area,Ready To Move,Nallurhalli Township,3 Bedroom,2120.0,4.0,1.0,82.99,3,8298999.999999999,3914.6226415094334
Carpet  Area,Ready To Move,Sompura Main Road,3 BHK,1581.26,3.0,1.0,89.47,3,8947000.0,5658.146035440092
Plot  Area,Ready To Move,Hennur,2 Bedroom,1066.5,2.0,0.0,62.98,2,6298000.0,5905.297702766057
Built-up  Area,Ready To Move,Yelenahalli Township,3 BHK,1438.0,3.0,1.0,57.83,3,5783000.0,4021.557719054242
Super built-up  Area,19-May,Bellandur,3 BHK,1428.5,2.0,3.0,81.26,3,8126000.000000001,5688.484424221212
Super built-up  Area,Ready To Move,Sarjapur Road,1 BHK,445.34,1.0,1.0,21.17,1,2117000.0,4753.671352225267
Super built-up  Area,Ready To Move,Jp Nagar,3 BHK,1485.5,2.0,1.0,108.3,3,10830000.0,7290.474587680916
Super built-up  Area,Ready To Move,Malleshwaram,2 BHK,1247.03,3.0,3.0,159.07,2,15907000.0,12755.908037497093
Super built-up  Area,Ready To Move,Btm Layout,3 BHK,2054.0,3.0,2.0,152.69,3,15269000.0,7433.787731256086
Super built-up  Area,Ready To Move,Kr Puram,2 BHK,1113.0,2.0,2.0,56.89,2,5689000.0,5111.41060197664
Super built-up  Area,Ready To Move,Marathahalli,3 BHK,1875.77,2.0,1.0,103.58,3,10358000.0,5521.998965758062
Super built-up  Area,Ready To Move,Thanisandra Phase 2,2 BHK,1434.5,1.0,0.0,57.66,2,5766000.0,4019.5189961659116
Built-up  Area,Ready To Move,Kr Puram,2 BHK,1195.66,2.0,2.0,49.95,2,4995000.0,4177.6090192864185
Plot  Area,Ready To Move,Cv Raman Nagar,3 BHK,1979.04,3.0,1.0,160.58,3,16058000.000000002,8114.0350877193
